Gender,Age,Occupation,Income,visit_URL,publisher,Personalized_Info,Day_of_Week,Browse_Time,phone_brand,Call_Time
female,50_60,machinery,low,Properties,Mudah,Cheap_Secondhand,Sunday,Noon,Acer,noon
male,50_60,machinery,low,Properties,Mudah,Cheap_Secondhand,Friday,Morning,XiaoMi,night
male,20_30,machinery,high,CheapFlights,Mudah,Cheap_Secondhand,Friday,Morning,Sony,morning
female,30_40,sales,low,Vacation_Deals,Mudah,Cheap_Secondhand,Thursday,Evening,Acer,afternoon
male,20_30,admin,moderate,CheapFlights,Mudah,Cheap_Secondhand,Thursday,Evening,XiaoMi,morning
female,30_40,technicians,moderate,Properties,Mudah,Cheap_Secondhand,Saturday,Morning,XiaoMi,afternoon
female,50_60,housewife,low,CheapFlights,Mudah,Cheap_Secondhand,Wednesday,Morning,Nokia,noon
female,50_60,machinery,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Morning,Sony,evening
male,below_20,machinery,high,CheapFlights,Mudah,Cheap_Secondhand,Wednesday,Morning,Sony,morning
male,50_60,technicians,low,CheapFlights,Mudah,Cheap_Secondhand,Wednesday,Morning,Nokia,afternoon
male,below_20,student,low,Government_Policy,Mudah,Cheap_Secondhand,Wednesday,Morning,Apple,evening
male,below_20,housewife,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Wednesday,Morning,Apple,morning
male,50_60,housewife,high,Government_Policy,Mudah,Cheap_Secondhand,Wednesday,Morning,Acer,afternoon
female,below_20,sales,high,Vacation_Deals,Mudah,Cheap_Secondhand,Wednesday,Morning,Acer,evening
female,50_60,housewife,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Late_Night,XiaoMi,noon
female,50_60,sales,low,CheapFlights,Mudah,Cheap_Secondhand,Wednesday,Late_Night,Apple,noon
male,50_60,sales,moderate,Properties,Mudah,Cheap_Secondhand,Thursday,Late_Night,Acer,afternoon
female,below_20,technicians,moderate,Properties,Mudah,Cheap_Secondhand,Thursday,Late_Night,Lenovo,noon
male,50_60,technicians,high,eBanking,Mudah,Cheap_Secondhand,Thursday,Late_Night,HTC,evening
male,20_30,technicians,moderate,eBanking,Mudah,Cheap_Secondhand,Thursday,Late_Night,Sony,noon
female,50_60,housewife,high,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Late_Night,Acer,afternoon
female,20_30,admin,high,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Late_Night,XiaoMi,evening
male,30_40,admin,low,Properties,Mudah,Cheap_Secondhand,Wednesday,Evening,Lenovo,morning
female,30_40,admin,moderate,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Afternoon,Sony,evening
male,20_30,housewife,moderate,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Afternoon,XiaoMi,evening
female,20_30,managers,low,eBanking,Mudah,Cheap_Secondhand,Sunday,Afternoon,XiaoMi,night
female,30_40,sales,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Afternoon,Samsung,morning
male,30_40,technicians,moderate,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Afternoon,Lenovo,afternoon
male,50_60,technicians,high,eBanking,Mudah,Cheap_Secondhand,Sunday,Afternoon,XiaoMi,evening
female,20_30,technicians,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Afternoon,Lenovo,noon
female,20_30,sales,moderate,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Afternoon,Samsung,noon
female,30_40,admin,high,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Afternoon,Nokia,morning
female,50_60,student,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Sunday,Evening,Apple,morning
male,20_30,admin,high,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Evening,Samsung,morning
female,30_40,student,high,Government_Policy,Mudah,Cheap_Secondhand,Saturday,Night,HTC,morning
female,50_60,student,moderate,Properties,Mudah,Cheap_Secondhand,Saturday,Morning,Samsung,noon
male,20_30,housewife,low,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Morning,Lenovo,night
female,50_60,technicians,moderate,Properties,Mudah,Cheap_Secondhand,Tuesday,Morning,Apple,morning
female,30_40,housewife,moderate,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Morning,Samsung,afternoon
female,20_30,admin,high,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Morning,Lenovo,morning
female,30_40,student,low,CheapFlights,Mudah,Cheap_Secondhand,Friday,Morning,Sony,night
male,20_30,sales,low,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Morning,Apple,evening
female,30_40,admin,high,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Morning,XiaoMi,morning
male,50_60,managers,moderate,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Morning,Acer,afternoon
male,below_20,housewife,low,Government_Policy,Mudah,Cheap_Secondhand,Friday,Morning,Lenovo,noon
female,below_20,housewife,moderate,eBanking,Mudah,Cheap_Secondhand,Wednesday,Morning,HTC,afternoon
male,20_30,housewife,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Morning,Samsung,noon
male,50_60,sales,moderate,CheapFlights,Mudah,Cheap_Secondhand,Wednesday,Morning,Nokia,evening
female,below_20,housewife,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Friday,Afternoon,HTC,afternoon
female,50_60,student,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Friday,Afternoon,Nokia,morning
male,50_60,sales,high,CheapFlights,Mudah,Cheap_Secondhand,Friday,Afternoon,Nokia,night
female,20_30,student,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Night,Sony,noon
female,30_40,machinery,high,Government_Policy,Mudah,Cheap_Secondhand,Saturday,Night,Apple,evening
male,30_40,machinery,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Night,Acer,morning
female,30_40,admin,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Night,Acer,afternoon
female,30_40,student,low,Properties,Mudah,Cheap_Secondhand,Saturday,Night,Samsung,noon
female,50_60,technicians,low,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Night,Acer,night
female,30_40,student,low,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Night,Samsung,night
male,below_20,machinery,low,Government_Policy,Mudah,Cheap_Secondhand,Saturday,Night,Apple,evening
female,50_60,housewife,low,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Night,Samsung,noon
female,50_60,student,high,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Morning,HTC,afternoon
female,50_60,student,moderate,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Noon,XiaoMi,afternoon
male,50_60,managers,moderate,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Late_Night,Acer,night
female,below_20,technicians,moderate,eBanking,Mudah,Cheap_Secondhand,Friday,Morning,Acer,evening
female,20_30,student,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Morning,Acer,noon
female,below_20,admin,low,Properties,Mudah,Cheap_Secondhand,Friday,Morning,Nokia,night
male,below_20,admin,high,eBanking,Mudah,Cheap_Secondhand,Friday,Morning,Apple,evening
female,50_60,student,high,Government_Policy,Mudah,Cheap_Secondhand,Friday,Morning,Apple,noon
female,below_20,housewife,moderate,Government_Policy,Mudah,Cheap_Secondhand,Monday,Morning,Sony,afternoon
male,20_30,managers,high,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Afternoon,Nokia,afternoon
male,below_20,sales,moderate,Government_Policy,Mudah,Cheap_Secondhand,Monday,Noon,Lenovo,evening
female,30_40,technicians,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Monday,Morning,HTC,afternoon
male,below_20,admin,low,Government_Policy,Mudah,Cheap_Secondhand,Monday,Morning,Nokia,afternoon
male,50_60,admin,low,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Evening,Samsung,noon
female,20_30,housewife,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Evening,Acer,evening
female,30_40,housewife,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Sunday,Evening,Samsung,evening
male,20_30,machinery,low,eBanking,Mudah,Cheap_Secondhand,Sunday,Evening,Sony,night
female,below_20,student,high,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Evening,Acer,night
male,50_60,managers,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Sunday,Evening,Lenovo,night
male,20_30,technicians,moderate,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Evening,Samsung,afternoon
female,50_60,sales,low,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Evening,Nokia,morning
male,20_30,technicians,low,Properties,Mudah,Cheap_Secondhand,Sunday,Evening,Lenovo,night
male,30_40,managers,high,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Evening,Lenovo,morning
female,50_60,housewife,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Evening,Lenovo,noon
male,20_30,technicians,low,eBanking,Mudah,Cheap_Secondhand,Sunday,Evening,Acer,evening
male,below_20,sales,high,Vacation_Deals,Mudah,Cheap_Secondhand,Thursday,Morning,XiaoMi,afternoon
male,20_30,student,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Thursday,Morning,Nokia,night
female,20_30,technicians,high,CheapFlights,Mudah,Cheap_Secondhand,Thursday,Morning,Acer,morning
male,50_60,admin,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Thursday,Morning,XiaoMi,night
female,below_20,managers,high,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Morning,Lenovo,noon
male,30_40,sales,low,eBanking,Mudah,Cheap_Secondhand,Tuesday,Afternoon,Sony,noon
male,20_30,managers,low,eBanking,Mudah,Cheap_Secondhand,Tuesday,Afternoon,HTC,night
male,50_60,student,high,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Afternoon,Nokia,evening
female,50_60,machinery,high,eBanking,Mudah,Cheap_Secondhand,Monday,Morning,Lenovo,morning
female,below_20,sales,low,Properties,Mudah,Cheap_Secondhand,Monday,Morning,Samsung,night
male,below_20,managers,high,Vacation_Deals,Mudah,Cheap_Secondhand,Monday,Morning,Nokia,night
male,below_20,admin,low,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Late_Night,Samsung,night
female,30_40,sales,high,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Morning,Nokia,night
male,below_20,admin,moderate,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Noon,Acer,night
male,below_20,housewife,moderate,eBanking,Mudah,Cheap_Secondhand,Thursday,Noon,HTC,night
male,20_30,technicians,low,eBanking,Mudah,Cheap_Secondhand,Thursday,Noon,Nokia,afternoon
male,20_30,managers,high,eBanking,Mudah,Cheap_Secondhand,Thursday,Noon,Nokia,evening
female,below_20,housewife,low,Properties,Mudah,Cheap_Secondhand,Sunday,Afternoon,Apple,evening
male,below_20,machinery,moderate,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Afternoon,HTC,night
female,50_60,admin,high,eBanking,Mudah,Cheap_Secondhand,Thursday,Night,HTC,afternoon
male,20_30,admin,high,CheapFlights,Mudah,Cheap_Secondhand,Thursday,Night,Nokia,morning
female,30_40,student,high,CheapFlights,Mudah,Cheap_Secondhand,Wednesday,Morning,Nokia,afternoon
male,50_60,admin,high,Properties,Mudah,Cheap_Secondhand,Wednesday,Morning,Samsung,morning
female,below_20,sales,high,CheapFlights,Mudah,Cheap_Secondhand,Wednesday,Morning,Sony,morning
male,below_20,machinery,high,Properties,Mudah,Cheap_Secondhand,Friday,Morning,Sony,evening
male,below_20,technicians,high,eBanking,Mudah,Cheap_Secondhand,Friday,Morning,Nokia,morning
female,20_30,technicians,low,CheapFlights,Mudah,Cheap_Secondhand,Monday,Morning,Apple,noon
female,below_20,student,high,CheapFlights,Mudah,Cheap_Secondhand,Monday,Morning,XiaoMi,night
male,below_20,housewife,low,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Morning,HTC,afternoon
female,20_30,admin,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Morning,XiaoMi,evening
female,50_60,sales,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Late_Night,HTC,noon
female,50_60,sales,low,Properties,Mudah,Cheap_Secondhand,Sunday,Afternoon,Apple,noon
male,20_30,housewife,low,eBanking,Mudah,Cheap_Secondhand,Sunday,Afternoon,XiaoMi,noon
male,50_60,technicians,high,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Afternoon,HTC,night
male,below_20,machinery,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Thursday,Morning,Nokia,morning
male,below_20,housewife,low,Vacation_Deals,Mudah,Cheap_Secondhand,Monday,Morning,Nokia,evening
male,20_30,sales,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Morning,XiaoMi,morning
female,30_40,managers,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Morning,Sony,evening
female,below_20,student,low,eBanking,Mudah,Cheap_Secondhand,Saturday,Morning,Lenovo,noon
male,below_20,sales,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Morning,Nokia,evening
female,below_20,student,high,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Morning,XiaoMi,morning
male,below_20,machinery,high,eBanking,Mudah,Cheap_Secondhand,Saturday,Morning,Samsung,afternoon
female,30_40,sales,high,eBanking,Mudah,Cheap_Secondhand,Saturday,Morning,XiaoMi,night
female,20_30,sales,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Morning,HTC,evening
male,30_40,sales,high,Government_Policy,Mudah,Cheap_Secondhand,Saturday,Morning,Lenovo,afternoon
female,30_40,sales,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Morning,Nokia,night
male,30_40,housewife,low,Government_Policy,Mudah,Cheap_Secondhand,Saturday,Morning,Apple,night
male,20_30,sales,low,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Morning,Nokia,afternoon
male,50_60,housewife,low,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Late_Night,Sony,morning
male,50_60,managers,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Sunday,Late_Night,Lenovo,morning
female,below_20,managers,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Late_Night,Lenovo,night
female,50_60,technicians,low,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Late_Night,XiaoMi,night
female,50_60,housewife,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Afternoon,XiaoMi,afternoon
female,30_40,technicians,high,CheapFlights,Mudah,Cheap_Secondhand,Wednesday,Afternoon,Nokia,morning
male,30_40,housewife,high,Government_Policy,Mudah,Cheap_Secondhand,Wednesday,Afternoon,HTC,afternoon
female,30_40,admin,low,Vacation_Deals,Mudah,Cheap_Secondhand,Wednesday,Noon,XiaoMi,night
female,20_30,admin,low,eBanking,Mudah,Cheap_Secondhand,Monday,Evening,XiaoMi,noon
female,30_40,housewife,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Friday,Noon,Nokia,night
female,below_20,managers,high,Vacation_Deals,Mudah,Cheap_Secondhand,Monday,Morning,Nokia,afternoon
male,30_40,managers,high,eBanking,Mudah,Cheap_Secondhand,Monday,Morning,Sony,afternoon
male,below_20,housewife,low,eBanking,Mudah,Cheap_Secondhand,Monday,Morning,Acer,evening
female,below_20,housewife,moderate,Properties,Mudah,Cheap_Secondhand,Sunday,Morning,Apple,morning
female,50_60,technicians,moderate,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Morning,HTC,afternoon
male,30_40,sales,high,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Morning,Sony,afternoon
male,20_30,housewife,moderate,eBanking,Mudah,Cheap_Secondhand,Sunday,Morning,Lenovo,evening
female,50_60,student,low,eBanking,Mudah,Cheap_Secondhand,Sunday,Morning,Acer,night
male,20_30,managers,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Sunday,Morning,Samsung,afternoon
male,30_40,student,moderate,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Morning,Nokia,afternoon
female,30_40,machinery,high,eBanking,Mudah,Cheap_Secondhand,Thursday,Afternoon,Nokia,afternoon
female,below_20,sales,low,CheapFlights,Mudah,Cheap_Secondhand,Thursday,Afternoon,XiaoMi,night
female,below_20,managers,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Tuesday,Morning,Acer,afternoon
female,20_30,managers,high,Vacation_Deals,Mudah,Cheap_Secondhand,Tuesday,Evening,HTC,morning
male,below_20,managers,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Tuesday,Evening,Lenovo,afternoon
male,30_40,admin,high,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Afternoon,HTC,night
male,20_30,student,low,Properties,Mudah,Cheap_Secondhand,Friday,Afternoon,Apple,afternoon
female,30_40,student,high,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Morning,Nokia,evening
female,20_30,admin,low,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Morning,Nokia,noon
male,30_40,admin,high,Government_Policy,Mudah,Cheap_Secondhand,Saturday,Morning,Nokia,afternoon
male,below_20,admin,low,eBanking,Mudah,Cheap_Secondhand,Saturday,Noon,Samsung,afternoon
male,20_30,technicians,moderate,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Evening,Acer,afternoon
female,50_60,admin,moderate,eBanking,Mudah,Cheap_Secondhand,Wednesday,Morning,Samsung,noon
male,50_60,sales,low,eBanking,Mudah,Cheap_Secondhand,Thursday,Afternoon,Acer,morning
female,30_40,admin,moderate,Properties,Mudah,Cheap_Secondhand,Thursday,Afternoon,Apple,night
female,50_60,admin,low,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Afternoon,Sony,afternoon
female,20_30,housewife,low,Properties,Mudah,Cheap_Secondhand,Thursday,Afternoon,Sony,afternoon
male,30_40,machinery,high,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Afternoon,HTC,morning
female,20_30,technicians,high,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Afternoon,Apple,morning
male,below_20,admin,high,Properties,Mudah,Cheap_Secondhand,Tuesday,Afternoon,Nokia,afternoon
female,20_30,technicians,moderate,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Afternoon,Acer,evening
female,20_30,technicians,low,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Morning,Apple,morning
male,below_20,technicians,high,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Morning,Acer,morning
female,50_60,technicians,low,eBanking,Mudah,Cheap_Secondhand,Saturday,Morning,Samsung,afternoon
male,below_20,machinery,high,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Morning,XiaoMi,night
female,20_30,sales,low,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Late_Night,HTC,noon
female,50_60,sales,low,Properties,Mudah,Cheap_Secondhand,Monday,Night,Lenovo,morning
female,50_60,admin,high,Vacation_Deals,Mudah,Cheap_Secondhand,Monday,Night,Apple,night
female,20_30,machinery,high,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Morning,Acer,noon
female,30_40,housewife,low,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Morning,Samsung,noon
female,30_40,machinery,high,CheapFlights,Mudah,Cheap_Secondhand,Friday,Morning,Acer,night
female,30_40,managers,moderate,CheapFlights,Mudah,Cheap_Secondhand,Friday,Morning,Nokia,afternoon
male,below_20,admin,moderate,CheapFlights,Mudah,Cheap_Secondhand,Friday,Morning,Lenovo,afternoon
male,50_60,student,low,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Morning,HTC,morning
male,below_20,admin,low,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Morning,Lenovo,noon
female,below_20,managers,moderate,CheapFlights,Mudah,Cheap_Secondhand,Friday,Morning,HTC,night
female,20_30,machinery,low,Government_Policy,Mudah,Cheap_Secondhand,Friday,Morning,Samsung,morning
male,below_20,sales,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Night,Samsung,afternoon
male,50_60,technicians,high,eBanking,Mudah,Cheap_Secondhand,Monday,Noon,XiaoMi,evening
male,30_40,admin,low,Properties,Mudah,Cheap_Secondhand,Monday,Noon,Apple,afternoon
male,50_60,technicians,moderate,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Evening,Nokia,afternoon
female,below_20,machinery,high,Government_Policy,Mudah,Cheap_Secondhand,Monday,Morning,XiaoMi,afternoon
male,20_30,student,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Morning,Lenovo,night
female,20_30,machinery,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Morning,Lenovo,night
female,30_40,student,high,Properties,Mudah,Cheap_Secondhand,Wednesday,Morning,Lenovo,evening
female,below_20,managers,high,Government_Policy,Mudah,Cheap_Secondhand,Monday,Morning,HTC,evening
female,30_40,housewife,low,CheapFlights,Mudah,Cheap_Secondhand,Monday,Morning,Samsung,morning
male,50_60,machinery,low,eBanking,Mudah,Cheap_Secondhand,Monday,Morning,Acer,noon
female,20_30,housewife,high,eBanking,Mudah,Cheap_Secondhand,Monday,Morning,XiaoMi,afternoon
male,50_60,student,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Monday,Morning,Nokia,night
male,30_40,housewife,high,eBanking,Mudah,Cheap_Secondhand,Monday,Morning,Lenovo,night
female,20_30,student,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Monday,Morning,Nokia,afternoon
female,30_40,admin,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Sunday,Morning,Acer,noon
female,50_60,housewife,low,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Morning,Lenovo,morning
female,50_60,managers,low,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Night,XiaoMi,noon
female,30_40,housewife,moderate,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Night,Samsung,morning
female,20_30,student,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Tuesday,Afternoon,Samsung,morning
female,30_40,admin,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Tuesday,Afternoon,Samsung,night
female,20_30,student,moderate,eBanking,Mudah,Cheap_Secondhand,Tuesday,Afternoon,HTC,morning
female,below_20,machinery,high,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Afternoon,XiaoMi,noon
male,below_20,sales,low,Vacation_Deals,Mudah,Cheap_Secondhand,Tuesday,Afternoon,XiaoMi,noon
male,20_30,housewife,high,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Afternoon,HTC,noon
male,30_40,sales,high,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Afternoon,Acer,afternoon
male,50_60,managers,moderate,Vacation_Deals,Mudah,Cheap_Secondhand,Thursday,Morning,Samsung,night
female,50_60,machinery,low,Properties,Mudah,Cheap_Secondhand,Thursday,Morning,Acer,morning
female,below_20,machinery,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Thursday,Morning,XiaoMi,evening
male,below_20,housewife,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Thursday,Morning,Sony,night
female,below_20,managers,moderate,Properties,Mudah,Cheap_Secondhand,Wednesday,Morning,Apple,noon
male,below_20,student,moderate,Government_Policy,Mudah,Cheap_Secondhand,Wednesday,Morning,Lenovo,night
male,30_40,machinery,moderate,CheapFlights,Mudah,Cheap_Secondhand,Tuesday,Night,Acer,evening
female,50_60,managers,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Tuesday,Night,Samsung,night
female,50_60,technicians,low,eBanking,Mudah,Cheap_Secondhand,Monday,Evening,Acer,night
female,below_20,housewife,high,Government_Policy,Mudah,Cheap_Secondhand,Monday,Afternoon,HTC,noon
male,below_20,student,high,eBanking,Mudah,Cheap_Secondhand,Monday,Evening,Lenovo,evening
male,50_60,student,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Monday,Afternoon,Lenovo,afternoon
female,below_20,housewife,low,eBanking,Mudah,Cheap_Secondhand,Monday,Evening,Lenovo,evening
male,below_20,managers,high,CheapFlights,Mudah,Cheap_Secondhand,Thursday,Morning,Sony,noon
male,20_30,sales,moderate,eBanking,Mudah,Cheap_Secondhand,Thursday,Morning,Lenovo,afternoon
male,below_20,housewife,high,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Morning,Lenovo,night
female,50_60,technicians,moderate,eBanking,Mudah,Cheap_Secondhand,Thursday,Morning,Lenovo,noon
male,below_20,admin,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Thursday,Morning,Lenovo,night
male,30_40,housewife,high,Properties,Mudah,Cheap_Secondhand,Thursday,Morning,Nokia,morning
male,30_40,housewife,high,CheapFlights,Mudah,Cheap_Secondhand,Thursday,Morning,Nokia,evening
female,50_60,sales,high,Vacation_Deals,Mudah,Cheap_Secondhand,Thursday,Morning,XiaoMi,noon
male,30_40,technicians,high,Properties,Mudah,Cheap_Secondhand,Thursday,Morning,HTC,morning
male,20_30,technicians,low,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Morning,Apple,night
male,50_60,housewife,low,Government_Policy,Mudah,Cheap_Secondhand,Sunday,Morning,HTC,afternoon
male,below_20,student,high,SellBuy_Cars,Mudah,Cheap_Secondhand,Sunday,Morning,Samsung,afternoon
male,below_20,sales,high,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Afternoon,HTC,noon
female,30_40,admin,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Afternoon,XiaoMi,night
female,below_20,admin,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Afternoon,Samsung,afternoon
male,50_60,admin,high,Vacation_Deals,Mudah,Cheap_Secondhand,Saturday,Afternoon,Apple,afternoon
female,50_60,machinery,high,Government_Policy,Mudah,Cheap_Secondhand,Tuesday,Afternoon,XiaoMi,morning
female,below_20,admin,low,eBanking,Mudah,Cheap_Secondhand,Monday,Morning,XiaoMi,morning
female,20_30,admin,high,Properties,Mudah,Cheap_Secondhand,Friday,Late_Night,Samsung,noon
male,below_20,sales,high,Vacation_Deals,Mudah,Cheap_Secondhand,Friday,Late_Night,Apple,afternoon
female,below_20,housewife,high,Vacation_Deals,Mudah,Cheap_Secondhand,Sunday,Afternoon,XiaoMi,afternoon
male,20_30,managers,high,CheapFlights,Mudah,Cheap_Secondhand,Sunday,Afternoon,Apple,evening
male,20_30,machinery,high,Government_Policy,Mudah,Cheap_Secondhand,Saturday,Evening,HTC,morning
male,20_30,admin,low,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Evening,XiaoMi,evening
male,50_60,housewife,low,eBanking,Mudah,Cheap_Secondhand,Saturday,Evening,Acer,night
male,20_30,sales,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Saturday,Evening,XiaoMi,morning
male,30_40,managers,low,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Evening,HTC,noon
female,50_60,technicians,low,eBanking,Mudah,Cheap_Secondhand,Saturday,Evening,Sony,night
female,below_20,housewife,low,Properties,Mudah,Cheap_Secondhand,Saturday,Evening,Sony,night
female,30_40,machinery,low,Properties,Mudah,Cheap_Secondhand,Saturday,Evening,Sony,night
female,below_20,managers,moderate,CheapFlights,Mudah,Cheap_Secondhand,Saturday,Evening,XiaoMi,noon
female,below_20,housewife,low,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Late_Night,Acer,evening
female,20_30,housewife,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Wednesday,Late_Night,Acer,evening
female,below_20,machinery,low,Vacation_Deals,Mudah,Cheap_Secondhand,Wednesday,Late_Night,Sony,noon
male,below_20,student,low,Properties,Mudah,Cheap_Secondhand,Thursday,Afternoon,XiaoMi,noon
